Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Blue Umbrella,2005,N/A,10 Aug 2007,90 min,"Comedy, Drama, Family",Vishal Bhardwaj,"Ruskin Bond, Minty Kunwar Tejpal, Abhishek Chaubey","Pankaj Kapur, Shreya Sharma, Deepak Dobriyal","Young Biniya lives a poor lifestyle in a small village in the mountainous and snowy region of Himachal Pradesh in India along with her widowed mom and wrestler brother. She entertains various tourists, and while doing so with some tourists from Japan, trades in her bear-tooth amulet with a blue umbrella. She and her umbrella become very popular with both tourists and the local villagers. A restaurant-owner, Nandkishore Khatri, takes a fancy to this umbrella and attempts several times to buy if off of her - in vain. Then one day while tending to her two cows, the umbrella goes missing. The entire village sympathizes with her. She suspects Nandkishore, and the police turn his house upside down but are unable to locate the missing umbrella. An embittered and upset Nandkishore orders a red-and-white Japanese umbrella and, in turn, becomes immensely popular with the local villagers as well as with tourists. The question remains: where did Biniya's umbrella disappear to, and will she ever recover it?",Hindi,India,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZGJiZTRlM2UtN2IyOC00Yzk1LWE5ZTktYWM3ZWEwYWZiMWI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"2,179",tt0457802,movie,22 Jun 2020,N/A,N/A,N/A,True
Operation Valentine,2024,N/A,01 Mar 2024,133 min,"Action, Drama, Thriller",Shakti Pratap Singh,"Aamir Nahid Khan, Siddharth Raj Kumar, Shakti Pratap Singh","Varun Tej, Manushi Chhillar, Paresh Pahuja","Showcasing the indomitable spirits of the Indian Air Force heroes on the frontlines and the challenges they face during one of the biggest, fiercest aerial attacks that India has ever seen.","Hindi, Telugu",India,N/A,https://m.media-amazon.com/images/M/MV5BNWYxMWFmNmUtYzgzNy00NWYzLThlZDktN2I1ODAyMDhkMWI4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,504,tt22152120,movie,N/A,N/A,N/A,N/A,True
Betaab,1983,N/A,05 Aug 1983,162 min,"Family, Romance",Rahul Rawail,Javed Akhtar,"Shammi Kapoor, Nirupa Roy, Prem Chopra","Sunny owns a small livestock farm and lives a poor but happy life style with his mother, Sumitra. They wanted the farm to become up to date, so Sumitra decides to make a move abroad in order to bring new equipments for the farm, leaving Sunny in the care of the farm. One day while distributing eggs and chickens, Sunny reaches up with Roma Singh and both can get into the pettiest quarrels and they soon begins to fight and Sunny offers Roma to rebuild his farm house as a part of her punishment. Both soon realize that they are childhood lovers and attempts to rebuild that love once again, both are successful in doing so and plans to get married but there love is opposed by Roma's dad, the wealthy and famous businessman, Sardar Dinesh Singh Girji, who will do anything in his power to prevent Roma and Sunny from meeting leave alone marriage.",Hindi,India,2 nominations,https://m.media-amazon.com/images/M/MV5BMDE5YzE4MTMtMzMyNS00NGJiLThlOWYtNDBjZmVhOWZlMmNlXkEyXkFqcGdeQXVyNjQ1MDcxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,657,tt0254179,movie,06 Mar 2020,N/A,N/A,N/A,True
Race 2,2013,Not Rated,25 Jan 2013,150 min,"Action, Crime, Thriller","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Kiran Kotrial, Shiraz Ahmed","Saif Ali Khan, Anil Kapoor, John Abraham","Businessman Ranveer Singh (Saif Ali Khan) travels to exotic locales and confronts the Turkish mafia on a mission to avenge the death of his wife Sonia in this action-packed sequel. In the process of seeking her killers, Ranveer crosses Armaan Mallik (John Abraham) and his sister Aleena (Deepika Padukone) -- two of the most feared figures in the Turkish underworld. Meanwhile, Ranveer's childhood friend RD (Anil Kapoor) and his new partner Cherry (Amisha Patel) offer a helping hand in a world where love is cheap and trust is a luxury most agents can't afford.",Hindi,India,5 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMjA4NzEzODQ3NV5BMl5BanBnXkFtZTcwMDMzMjg3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.3,"17,429",tt1375789,movie,11 Mar 2017,"$1,579,940",N/A,N/A,True
Monsoon,2015,Unrated,20 Feb 2015,106 min,"Comedy, Drama, Romance",Suzad Iqbal Khan,"Suzad Iqbal Khan, Varun Mehra","Shawar Ali, Pandiit GGaaurav Gautam, Pramod Goswami",The movie revolves around the story of a 15 year old guy who falls in love with a 28 year old lady. The lady is now a widow as her husband who was a forest officer died while he was on duty. How the 15 year old boy falls for this lady and how he protects her from the society forms the rest of the story.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMTQ5NjEzNDM2MF5BMl5BanBnXkFtZTgwMjk5ODQ1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A,3.3,81,tt4485366,movie,26 Mar 2017,N/A,N/A,N/A,True
Ek Main Aur Ekk Tu,2012,Not Rated,10 Feb 2012,110 min,"Comedy, Drama, Romance",Shakun Batra,"Shakun Batra, Ayesha DeVitre","Zenobia Shroff, Kareena Kapoor, Imran Khan","The Kapoors have always wanted their only son Rahul (Imran Khan) to be a go-getter and have groomed him appropriately since childhood. But when Rahul is sacked from his new job in Las Vegas around Christmas, he is compelled to visit a psychotherapist to vent his insecurities. There he meets Riana Braganza, a hairstylist who has recently broken up with her boyfriend. Riana and Rahul bond over drinks and paint the town red on Christmas Eve. The next morning, they discover that during their drunken spree the night before, they got married. They decide to annul the marriage, but when Riana can't pay her rent and her landlord evicts her, she lands at Rahul's place. A friendship develops between them over the course of the next few days and a trip to India.",Hindi,India,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BZDU0MzdmOTgtNjZlYS00NTA5LWEwOTQtNmUwMjc1OTcxNmZkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,5.8,"7,200",tt1703958,movie,25 Feb 2017,"$1,155,545",N/A,N/A,True
Refugee,2000,N/A,30 Jun 2000,207 min,"Drama, Musical, Romance",J.P. Dutta,"J.P. Dutta, O.P. Dutta","Jackie Shroff, Suniel Shetty, Abhishek Bachchan","Bihar-based Manzur Ahmed, his wife, his mother, and his daughter, decide to re-locate to East Pakistan after the partitioning of Hindustan during 1948, following the tussle between Sheikh Mujib Rehman and Pakistan's General Bhutto, which led to the formation of Bangladesh, where Manzur and several other Muslims were forced to re-locate to Pakistan. In order to do this, they cross two borders, one with India and Bangladesh, and the second with India and Pakistan. The route from Bangladesh leads from Dhaka then to Guwahati then to Delhi then to Ajmer then to Bhuj, and then on to Pakistan's Haji Peer. They get as far as Bhuj, but afterward they are assisted by Jaan Mohammad's son, known only as Refugee, who helps them trek their way across the Rann desert to Atta Mohammad's house in Pakistan. Refugee considers his clients as mere items of luggage and refuses to be emotionally involved with them. Then he meets Nazneen and he forgets this rule, and they soon both fall in love with each other. Police on both sides of the border are aware of the refugee traffic and question Refugee and Jaan several times because of this. Then, one day, Refugee assists four men to enter the Indian side of the border. These men then enlist the help of Jaan's other son to get to Delhi. Shortly thereafter, explosions take place in trains, buses, and buildings. And to complicate matters even more, BSF Officer Raghuvir Singh apprehends Refugee with a load of RDX plastic explosives. While Naaz is making preparations for her marriage with Refugee, her parents have arranged her marriage with a Pakistani Ranger named Ashraf Mohammad. The question remains what will be Refugee's fate when Ashraf finds out that he is the truth of his wife-to-be, that is if he ever gets out of the clutches of the Border Security Force.",Hindi,India,16 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BM2JmY2FmNWQtYTE3Yy00MGE2LWIwYjQtY2ZjNDk5NzYxMjAxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"2,100",tt0250690,movie,N/A,"$590,000",N/A,N/A,True
Marjaavaan,2019,Not Rated,15 Nov 2019,152 min,"Action, Drama, Romance",Milap Zaveri,"Rachit Yadav, Milap Zaveri","Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria","Marjaavaan is an upcoming Indian action romance film directed by Milap Zaveri starring Ritesh Deshmukh, Sidharth Malhotra, Tara Sutaria and Rakul Preet Singh. The co producer of the film Bhushan Kumar described the film as ""a violent, dramatic love story"".",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BODg4MTJkNzctOTg1Yy00NTI5LTgwY2YtNDYwMDBlMTQ4NzcxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",N/A,3.6,"4,408",tt9248934,movie,07 Apr 2020,"$174,164",N/A,N/A,True
Bramayugam,2024,N/A,15 Feb 2024,139 min,"Horror, Thriller",Rahul Sadasivan,"T. d Ramakrishnan, Rahul Sadasivan","Mammootty, Arjun Ashokan, Sidharth Bharathan","Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to discover an ancient tradition altering his destiny.","Malayalam, Kannada, Hindi, Tamil, Telugu",India,N/A,https://m.media-amazon.com/images/M/MV5BNWExZDRhZTktMGUxOS00ODQyLTk0ZTMtY2VkYWJkZjZlZDUyXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"1,041",tt27431598,movie,N/A,N/A,N/A,N/A,True
Ek Paheli Leela,2015,Not Rated,10 Apr 2015,145 min,"Mystery, Romance, Thriller",Bobby Khan,"Bobby Khan, Jojo Khan, Bunty Rathore","Sunny Leone, Rahul Dev, Mohit Ahlawat","It is a reincarnation story about the love between Leela and her lover, which is left incomplete because one of them has been murdered. The story comes to circle after 300 long years; when Leela has taken birth as Meera and her lover's character is also reborn.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BMDNjODIzYTQtMjY0MC00NmJjLWE3NGQtZDExZjZhYTJhNzdkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,3.8,"1,890",tt4500734,movie,24 Oct 2016,N/A,N/A,N/A,True
Prince,2010,Not Rated,09 Apr 2010,138 min,"Action, Sci-Fi, Thriller",Kookie Gulati,"Shiraz Ahmed, Mayur Puri, Sameer","Vivek Oberoi, Isaiah, Aruna Shields","PRINCE It's Showtime ... Nothing and No One Can Be Trusted..... One of the savviest thieves in the world commits the biggest heist of his life. He wakes up next morning to realize he has a gunshot wound on his arm that he doesn't remember getting. In his quest to find answers he discovers his name is Prince, he used to work for a man named Sarang and his girlfriend's name is Maya. He is being hunted by the secret service of India- I Grip, the CBI and the biggest white collared criminals in the world. He is the most wanted man in the country because only he knows the whereabouts of the heist, which contains a secret that is linked not only to his loss of memory but threatens the future of the Human Race. Prince can rely only on his razor sharp instincts to salvage himself. The web of deception spins and Prince gets even more entangled. Nothing and no one can be trusted. Every day he meets a new girl claiming to be Maya... Every cop and criminal in the country is out for his blood... He doesn't remember where he has hidden the Heist... He doesn't know which side of the law he is on... His life is at stake... The future of mankind is at stake... Prince has no one but himself to trust ... Failure is not an option... He has just 5 Days of his life... Time is running out will he survive...",Hindi,India,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMGZiNDk5MzMtMDY5Yi00YTE4LWE5M2ItZThjZThiMTdhYjU2XkEyXkFqcGdeQXVyNDY5MTUyNjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"2,338",tt1455816,movie,09 Sep 2016,N/A,N/A,N/A,True
Mehbooba,1976,N/A,19 Jul 1976,134 min,"Drama, Romance",Shakti Samanta,"Gulshan Nanda, Akhtar Romani","Rajesh Khanna, Hema Malini, Prem Chopra","A singer by profession, Suraj (Rajesh Khanna) gets stranded in resthouse in the coutnryside during a rainstorm. While there he experiences ununsual feelings, as if he has been there before. He feels himself transported to another time and era, to another birth, and drawn to a woman named Ratna (Hema Malini). He is unable to leave this experience behind him, and decides to find out what this means. He discovers that in his past life he was a Chief Singer in the emperor's court, his name was Prakash and he had fallen in love with a courtesan named Ratna, much to the chargin and anger of his family and the emperor's and his officials. They are tragically separated. He subsequently comes across a portrait of Ratna, and shortly after he meets a gypsy, Jhumri (also Hema Malini) who looks exactly like Ratna. Soon Jhumri is also able to recollect her past life, and her love for Prakash. This does not auger well with Rita Malhotra (Asha Sachdev) who loves Suraj, and Appa (Prem Chopra), the son of the leader of the gypsies (Madan Puri), who will not stop at anything to make Jhumri his wife. Appa steals the portrait, and instigates the gypsies against Suraj, so that he can marry Jhumri, and perhaps separate the two lovers again in this birth also.",Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BNTRiYzlmNjgtY2UwZS00NzdhLTk0MmYtYWJlOGRjOWIzMDY2XkEyXkFqcGdeQXVyNDQwOTAzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,179,tt0268449,movie,N/A,N/A,N/A,N/A,True
My Friend Ganesha 4,2020,N/A,25 Feb 2020,N/A,Comedy,Rajiv S. Ruia,Rajiv S. Ruia,N/A,N/A,Hindi,India,N/A,N/A,[],N/A,N/A,N/A,tt13540894,movie,N/A,N/A,N/A,N/A,True
Luck,2009,Not Rated,31 Jul 2009,141 min,"Action, Adventure, Drama",Soham Shah,"Renzil D'Silva, Soham Shah","Mithun Chakraborty, Sanjay Dutt, Imran Khan","Born lucky, Karim Moussa takes to exploiting it instead of focusing on studies. Now a wealthy gambler, he decides to recruit about a dozen lucky people to participate in a deadly game of survival. His agent, Lakhaan Tamaang, recruits Ram Mehra - whose father killed himself after losing 25 Crores - and is about to lose everything he and his mom own, and may end up being arrested for robbing an ATM machine; Major Jabbar Pratap Singh - who needs money for his wife's treatment; a camel jockey, Shortcut, sold by her parents for Rs.15000/-, who wants to make it big in life; a returning player, Ayesha, who had already participated, and is back for more; a psychotic serial killer, Raghav Raghuvaran, who miraculously escaped the death penalty. All of the above, including others from different countries, must compete, kill each other, with the survivor netting 20 Crores Rupees in just 20 days.",Hindi,India,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZmVjMDdlMGEtZWNmOC00ZDRiLTkzZmEtZjc4OGY4MzBiYTJlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]",N/A,4.8,"3,009",tt1242782,movie,16 Jun 2017,"$149,333",N/A,N/A,True
Phir Bhi Dil Hai Hindustani,2000,Not Rated,21 Jan 2000,160 min,"Comedy, Drama, Musical",Aziz Mirza,"Sanjay Chhel, Raaj Kumar Dahima, Manoj Lalwani","Shah Rukh Khan, Juhi Chawla, Johny Lever","When a businessman is assassinated on the eve of election, the assassin, Mohan Joshi is arrested on the spot, but manages to escape days later during the media coverage. He is portrayed to be a terrorist and the country is thrown into an uproar. Many die who had no connection with the rivalries of Joshi and his victim, in a corporate attempt to scare the survivors into believing that Joshi is part of a ""foreign hand"" of bullies. Joshi meets Ajay and Ria then tells them the truth behind the whole incident. It seems that Joshi's teenage daughter died because of a brutal rape by the man whom he would later slay. Revealing while ""on camera"" that this man and his partners have been destroying everything in pursuit of their goals, Joshi declares that he killed the man in revenge, almost without thinking. ""If that is terrorism, I'm a terrorist"", he concludes. Later, Joshi is put into prison and sentenced to death. On the day of his execution, the reporters and general public lead a silent march, flying the national flag of India, to find Joshi and to expose the truth. He is freed, and justice is secured.",Hindi,India,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BNDI4MGFiY2UtY2JhZC00Y2U0LWExM2MtZWY0MWFjYTdkNTkzXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"8,499",tt0222270,movie,22 May 2017,"$588,606",N/A,N/A,True
Grand Masti,2013,Not Rated,13 Sep 2013,137 min,Comedy,Indra Kumar,"Tushar Hiranandani, Milap Zaveri","Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani","Amar ,Meet and Prem are in final year of their college who give knowledge to Junior students about sex education they find that the college new principal Robert Pereira is manic and punishes students badly for flirting with girls one of his victims is Hardick.Six years later all three are married and pretend to be happy but don't have a good sex life as their wives are busy handling families they get an invitation of college reunion and decide to go for it.Upon reaching the college the trio see that there is still fear of Robert Pereira as he is out of town they decide to flirt with Rose Mary Marlo and plan to spend night with them but find that Rose is wife of Robert,Mary his daughter and Marlo sister.The trio decide to run for their life but Hardick catches them and asks to kill Robert as his revenge and blackmails with their individual video of spending night with Rose Mary Marlo.",Hindi,India,5 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BZTRjMGQ4YmUtZjE5Mi00NzVkLTgwNjQtYjUzMjg3NjIwYzgzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"6,680",tt2476154,movie,30 Nov 2016,"$413,903",N/A,N/A,True
